order_date,ship_mode,customer_name,segment,city,state,region,category,sub-category,sales,quantity,profit
5/27/2016,Standard Class,Brian Stugart,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,25.176,3,-33.3582
5/27/2016,Standard Class,Brian Stugart,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,5.584,2,-1.6752
8/24/2015,Second Class,Shahid Collister,Consumer,New York City,New York,East,Furniture,Furnishings,14.91,3,4.6221
10/27/2017,First Class,Jim Mitchum,Corporate,Los Angeles,California,West,Furniture,Tables,189.576,1,9.4788
11/25/2014,Standard Class,Richard Bierner,Consumer,Los Angeles,California,West,Furniture,Chairs,725.344,4,54.4008
5/23/2015,Second Class,Nathan Mautz,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,75.33,9,19.5858
3/30/2014,First Class,Mark Packer,Home Office,Brownsville,Texas,Central,Furniture,Chairs,127.302,7,-9.093
12/29/2017,Second Class,Katherine Hughes,Consumer,Louisville,Kentucky,South,Furniture,Chairs,1207.84,8,314.0384
12/29/2017,Second Class,Katherine Hughes,Consumer,Louisville,Kentucky,South,Furniture,Chairs,300.98,1,87.2842
12/29/2017,Second Class,Katherine Hughes,Consumer,Louisville,Kentucky,South,Furniture,Chairs,258.75,3,77.625
3/2/2017,Standard Class,Dorothy Badders,Corporate,Newark,Delaware,East,Furniture,Bookcases,441.96,2,101.6508
4/5/2015,Standard Class,Carol Adams,Corporate,Los Angeles,California,West,Furniture,Chairs,892.224,3,89.2224
3/15/2016,First Class,Fred Chung,Corporate,San Francisco,California,West,Furniture,Chairs,1352.032,4,84.502
12/27/2015,Standard Class,David Bremer,Corporate,Marion,Ohio,East,Furniture,Tables,1548.99,9,-464.697
11/30/2015,Second Class,John Murray,Consumer,Las Vegas,Nevada,West,Furniture,Furnishings,80.96,4,29.1456
4/15/2014,Same Day,Paul Stevenson,Home Office,Los Angeles,California,West,Furniture,Furnishings,187.76,4,76.9816
1/7/2014,Standard Class,Vivek Sundaresam,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,76.728,3,-53.7096
10/22/2014,Standard Class,Nicole Brennan,Corporate,Bossier City,Louisiana,South,Furniture,Furnishings,129.92,4,10.3936
11/27/2015,Second Class,Matt Abelman,Home Office,Everett,Massachusetts,East,Furniture,Bookcases,170.98,1,32.4862
11/27/2015,Second Class,Matt Abelman,Home Office,Everett,Massachusetts,East,Furniture,Furnishings,38.97,3,4.6764
11/27/2015,Second Class,Matt Abelman,Home Office,Everett,Massachusetts,East,Furniture,Tables,446.068,4,0.0
12/31/2014,Standard Class,Katherine Murray,Home Office,Providence,Rhode Island,East,Furniture,Bookcases,341.96,2,78.6508
12/31/2014,Standard Class,Katherine Murray,Home Office,Providence,Rhode Island,East,Furniture,Chairs,605.88,6,151.47
11/25/2016,Standard Class,Brenda Bowman,Corporate,Jackson,Michigan,Central,Furniture,Tables,1568.61,9,329.4081
7/15/2017,First Class,Ricardo Sperren,Corporate,Suffolk,Virginia,South,Furniture,Tables,872.94,3,157.1292
3/22/2016,Same Day,Marc Crier,Consumer,Seattle,Washington,West,Furniture,Chairs,167.888,7,14.6902
12/14/2017,Standard Class,Ben Ferrer,Home Office,Lawrence,Massachusetts,East,Furniture,Tables,526.582,2,-52.6582
8/26/2016,Standard Class,Andrew Allen,Consumer,Detroit,Michigan,Central,Furniture,Tables,447.84,4,98.5248
10/28/2017,Second Class,Janet Martin,Consumer,Fayetteville,North Carolina,South,Furniture,Furnishings,77.952,3,15.5904
9/10/2015,Standard Class,Alex Russell,Corporate,Austin,Texas,Central,Furniture,Chairs,179.886,1,-2.5698
6/13/2017,Standard Class,Tamara Willingham,Home Office,Seattle,Washington,West,Furniture,Chairs,291.136,4,-25.4744
6/18/2015,Standard Class,Keith Herrera,Consumer,Arlington,Virginia,South,Furniture,Furnishings,60.84,3,19.4688
11/30/2015,First Class,Ann Blume,Corporate,Jacksonville,North Carolina,South,Furniture,Furnishings,17.088,2,1.068
11/13/2017,Second Class,Stefania Perrino,Corporate,Buffalo,New York,East,Furniture,Furnishings,154.95,3,30.99
8/12/2017,Same Day,Brenda Bowman,Corporate,Columbia,Maryland,East,Furniture,Chairs,1779.9,5,373.779
11/4/2016,Second Class,Elpida Rittenbach,Corporate,Charlotte,North Carolina,South,Furniture,Tables,876.3,10,-292.1
5/17/2016,First Class,Luke Weiss,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,22.608,3,-10.1736
3/24/2017,First Class,Harold Ryan,Corporate,New York City,New York,East,Furniture,Chairs,207.846,3,2.3094
3/24/2014,Second Class,Maurice Satty,Consumer,Fresno,California,West,Furniture,Furnishings,40.48,2,14.5728
2/14/2016,First Class,Dave Kipp,Consumer,Clinton,Maryland,East,Furniture,Tables,550.431,3,-47.1798
2/14/2016,First Class,Dave Kipp,Consumer,Clinton,Maryland,East,Furniture,Furnishings,10.56,6,4.6464
6/8/2017,First Class,Maureen Gastineau,Home Office,Los Angeles,California,West,Furniture,Bookcases,1497.666,2,140.9568
5/16/2014,Standard Class,Pauline Webber,Corporate,Los Angeles,California,West,Furniture,Chairs,232.88,5,17.466
2/3/2015,Standard Class,Pauline Webber,Corporate,Rome,New York,East,Furniture,Chairs,90.882,1,15.147
4/26/2015,Standard Class,Bart Watters,Corporate,San Diego,California,West,Furniture,Chairs,63.936,3,6.3936
4/13/2015,Second Class,Eugene Barchas,Consumer,Los Angeles,California,West,Furniture,Tables,241.568,2,-15.098
9/25/2015,Standard Class,Sally Hughsby,Corporate,Seattle,Washington,West,Furniture,Chairs,307.136,4,-11.5176
3/28/2014,Standard Class,Christina VanderZanden,Consumer,Des Moines,Iowa,Central,Furniture,Tables,1184.72,4,106.6248
7/21/2017,Standard Class,Gene McClure,Consumer,Pharr,Texas,Central,Furniture,Tables,124.404,4,-21.3264
2/27/2016,Standard Class,Don Weiss,Consumer,Houston,Texas,Central,Furniture,Furnishings,16.192,2,-6.8816
7/14/2015,Second Class,Toby Gnade,Consumer,Mesa,Arizona,West,Furniture,Chairs,441.92,2,49.716
7/14/2015,Second Class,Toby Gnade,Consumer,Mesa,Arizona,West,Furniture,Bookcases,127.764,6,-191.646
10/3/2016,Standard Class,Daniel Byrd,Home Office,Lake Forest,California,West,Furniture,Chairs,915.136,4,102.9528
11/29/2016,Second Class,Daniel Raglin,Home Office,Aurora,Illinois,Central,Furniture,Furnishings,242.176,4,-302.72
6/14/2016,Standard Class,Jim Sink,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,337.176,2,-118.0116
12/3/2017,Second Class,Lena Cacioppo,Consumer,Thornton,Colorado,West,Furniture,Furnishings,23.376,3,7.0128
12/3/2017,Second Class,Lena Cacioppo,Consumer,Thornton,Colorado,West,Furniture,Furnishings,16.72,5,3.344
12/3/2017,Second Class,Lena Cacioppo,Consumer,Thornton,Colorado,West,Furniture,Furnishings,16.192,1,4.6552
12/25/2016,Standard Class,Trudy Schmidt,Consumer,Fayetteville,Arkansas,South,Furniture,Furnishings,343.85,5,137.54
8/13/2017,Standard Class,Dan Campbell,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,31.984,1,0.0
8/13/2017,Standard Class,Dan Campbell,Consumer,Memphis,Tennessee,South,Furniture,Chairs,423.648,2,47.6604
12/3/2016,Standard Class,Roger Demir,Consumer,Morgan Hill,California,West,Furniture,Tables,268.704,3,6.7176
12/3/2016,Standard Class,Roger Demir,Consumer,Morgan Hill,California,West,Furniture,Bookcases,205.666,2,-12.098
4/28/2016,Second Class,Rob Beeghly,Consumer,Saint Charles,Illinois,Central,Furniture,Furnishings,30.344,2,-31.8612
11/20/2015,Standard Class,Phillina Ober,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,344.372,4,-93.4724
11/20/2017,Second Class,Katharine Harms,Corporate,New York City,New York,East,Furniture,Furnishings,50.97,3,9.1746
7/25/2017,First Class,Evan Minnotte,Home Office,Dallas,Texas,Central,Furniture,Tables,298.116,6,-4.2588
7/15/2016,Standard Class,Mark Cousins,Corporate,Portland,Oregon,West,Furniture,Chairs,230.28,3,23.028
12/14/2016,First Class,David Smith,Corporate,San Diego,California,West,Furniture,Chairs,81.424,2,-9.1602
3/1/2014,Standard Class,Shahid Collister,Consumer,El Paso,Texas,Central,Furniture,Chairs,362.25,6,0.0
3/1/2014,Standard Class,Shahid Collister,Consumer,El Paso,Texas,Central,Furniture,Furnishings,63.552,6,-34.9536
10/5/2017,Standard Class,Greg Guthrie,Corporate,Chico,California,West,Furniture,Chairs,435.168,4,-59.8356
10/5/2017,Standard Class,Greg Guthrie,Corporate,Chico,California,West,Furniture,Furnishings,72.9,5,26.973
10/5/2017,Standard Class,Greg Guthrie,Corporate,Chico,California,West,Furniture,Tables,206.352,3,5.1588
10/10/2016,First Class,Corey Catlett,Corporate,Denver,Colorado,West,Furniture,Bookcases,90.882,3,-190.8522
10/10/2016,First Class,Corey Catlett,Corporate,Denver,Colorado,West,Furniture,Chairs,120.784,1,13.5882
8/16/2015,Standard Class,Sung Pak,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,3,0.0
9/10/2014,First Class,Sandra Flanagan,Consumer,Clifton,New Jersey,East,Furniture,Furnishings,254.9,5,76.47
11/20/2015,Second Class,Michelle Moray,Consumer,Aurora,Colorado,West,Furniture,Bookcases,145.764,6,-247.7988
11/3/2017,First Class,Clay Rozendal,Home Office,San Diego,California,West,Furniture,Tables,1673.184,12,20.9148
5/4/2014,First Class,Bill Shonely,Corporate,Seattle,Washington,West,Furniture,Furnishings,12.18,7,3.8976
12/1/2014,First Class,Anna Andreadi,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,45.84,3,15.5856
12/1/2014,First Class,Anna Andreadi,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,9.82,2,3.2406
11/17/2015,Standard Class,Anna Andreadi,Consumer,Oklahoma City,Oklahoma,Central,Furniture,Chairs,1323.9,5,383.931
5/25/2017,Same Day,Trudy Brown,Consumer,New York City,New York,East,Furniture,Furnishings,18.84,3,6.0288
9/9/2014,First Class,Nicole Fjeld,Home Office,Lancaster,Ohio,East,Furniture,Furnishings,60.672,6,12.8928
7/21/2014,Standard Class,Harry Marie,Corporate,Dallas,Texas,Central,Furniture,Chairs,657.93,5,-93.99
9/11/2015,Second Class,Don Miller,Corporate,New York City,New York,East,Furniture,Furnishings,210.68,2,50.5632
1/7/2016,Standard Class,Neoma Murray,Consumer,Amarillo,Texas,Central,Furniture,Furnishings,23.076,3,-10.9611
6/25/2015,First Class,Mark Van Huff,Consumer,Houston,Texas,Central,Furniture,Furnishings,75.384,9,-20.7306
6/30/2017,Second Class,John Castell,Consumer,Los Angeles,California,West,Furniture,Bookcases,435.999,3,5.1294
8/21/2017,Second Class,Candace McMahon,Corporate,Seattle,Washington,West,Furniture,Chairs,388.704,6,38.8704
3/11/2017,Standard Class,Paul Van Hugh,Home Office,Cambridge,Massachusetts,East,Furniture,Furnishings,26.72,1,11.7568
9/26/2014,Standard Class,Craig Molinari,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,21.184,1,4.7664
8/28/2015,Standard Class,Cassandra Brandow,Consumer,Los Angeles,California,West,Furniture,Bookcases,307.666,2,28.9568
8/28/2015,Standard Class,Cassandra Brandow,Consumer,Los Angeles,California,West,Furniture,Furnishings,4.16,2,1.7472
10/20/2015,Standard Class,Noel Staavos,Corporate,San Francisco,California,West,Furniture,Furnishings,16.02,6,6.0876
1/1/2017,Standard Class,Janet Martin,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,141.42,5,-187.3815
1/1/2017,Standard Class,Janet Martin,Consumer,Huntsville,Texas,Central,Furniture,Chairs,310.744,4,-26.6352
6/23/2015,Standard Class,Randy Ferguson,Corporate,East Point,Georgia,South,Furniture,Furnishings,27.42,3,9.3228
10/20/2016,Standard Class,Lindsay Castell,Home Office,Arlington,Virginia,South,Furniture,Furnishings,61.1,5,18.33
7/27/2017,Second Class,Dennis Kane,Consumer,Seattle,Washington,West,Furniture,Furnishings,23.88,3,10.5072
2/17/2017,First Class,Cyra Reiten,Home Office,Houston,Texas,Central,Furniture,Bookcases,89.0664,1,-17.0274
12/8/2017,Standard Class,Emily Grady,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,215.544,4,-58.5048
11/18/2017,Standard Class,Russell D'Ascenzo,Consumer,Chicago,Illinois,Central,Furniture,Chairs,127.386,2,-25.4772
12/1/2016,Second Class,John Murray,Consumer,San Angelo,Texas,Central,Furniture,Chairs,248.43,5,-17.745
12/1/2016,Second Class,John Murray,Consumer,San Angelo,Texas,Central,Furniture,Chairs,85.246,2,-1.2178
8/29/2017,Standard Class,Rick Wilson,Corporate,Los Angeles,California,West,Furniture,Furnishings,148.02,3,41.4456
7/22/2017,Standard Class,Eric Barreto,Consumer,Chicago,Illinois,Central,Furniture,Chairs,526.344,4,-75.192
11/11/2016,Standard Class,Liz Pelletier,Consumer,San Francisco,California,West,Furniture,Furnishings,41.96,2,10.9096
11/11/2016,Standard Class,Liz Pelletier,Consumer,San Francisco,California,West,Furniture,Chairs,451.152,3,0.0
9/7/2017,Standard Class,Joseph Airdo,Consumer,Modesto,California,West,Furniture,Chairs,161.568,2,-28.2744
8/26/2017,Standard Class,Darren Powers,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,64.96,5,-43.848
10/8/2015,Standard Class,Gene Hale,Corporate,Dallas,Texas,Central,Furniture,Furnishings,72.78,3,-70.9605
8/12/2016,Standard Class,Cindy Schnelling,Corporate,Lakeland,Florida,South,Furniture,Tables,562.2925,7,-255.5875
11/9/2014,Standard Class,Benjamin Farhat,Home Office,New York City,New York,East,Furniture,Furnishings,56.52,9,21.4776
2/5/2016,Standard Class,Annie Zypern,Consumer,San Diego,California,West,Furniture,Tables,557.728,4,6.9716
1/26/2014,First Class,Carol Adams,Corporate,Rapid City,South Dakota,Central,Furniture,Bookcases,141.96,2,39.7488
10/4/2016,Standard Class,Melanie Seite,Consumer,Baltimore,Maryland,East,Furniture,Tables,239.372,2,-23.9372
2/16/2016,Standard Class,John Dryer,Consumer,Belleville,New Jersey,East,Furniture,Chairs,227.96,2,36.4736
11/2/2015,Standard Class,Liz Thompson,Consumer,San Diego,California,West,Furniture,Furnishings,96.96,6,33.936
11/2/2015,Standard Class,Liz Thompson,Consumer,San Diego,California,West,Furniture,Bookcases,512.499,3,-30.147
7/31/2016,Standard Class,Anna Häberlin,Corporate,San Francisco,California,West,Furniture,Tables,863.128,7,-32.3673
11/6/2017,Standard Class,Adam Bellavance,Home Office,Seattle,Washington,West,Furniture,Tables,2036.86,7,366.6348
11/6/2017,Standard Class,Adam Bellavance,Home Office,Seattle,Washington,West,Furniture,Chairs,449.568,2,-73.0548
8/2/2015,Standard Class,Darren Koutras,Consumer,Springfield,Oregon,West,Furniture,Tables,277.5,4,-188.7
11/21/2015,Standard Class,Shahid Shariari,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,1252.704,8,-480.2032
5/18/2017,Standard Class,Brendan Murry,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,22.608,3,-10.1736
5/18/2017,Standard Class,Brendan Murry,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,1.892,1,-0.9933
9/13/2015,Second Class,Arthur Gainer,Consumer,Chicago,Illinois,Central,Furniture,Chairs,170.072,4,-12.148
11/17/2017,Standard Class,Christopher Conant,Consumer,New York City,New York,East,Furniture,Furnishings,187.76,4,76.9816
11/30/2015,First Class,Lena Radford,Consumer,Durham,North Carolina,South,Furniture,Furnishings,335.744,2,25.1808
11/8/2015,Same Day,Keith Dawkins,Corporate,New York City,New York,East,Furniture,Furnishings,11.82,3,4.728
11/8/2015,Same Day,Keith Dawkins,Corporate,New York City,New York,East,Furniture,Chairs,577.764,2,115.5528
4/26/2015,Standard Class,Sue Ann Reed,Consumer,Daytona Beach,Florida,South,Furniture,Tables,191.5155,1,-76.6062
11/7/2016,Standard Class,Michael Chen,Consumer,Dallas,Texas,Central,Furniture,Furnishings,44.46,5,-17.784
10/3/2014,Standard Class,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Furniture,Furnishings,31.776,3,-19.0656
4/4/2016,Second Class,Becky Castell,Home Office,Troy,New York,East,Furniture,Furnishings,82.64,2,7.4376
6/30/2016,Second Class,Philip Fox,Consumer,Sandy Springs,Georgia,South,Furniture,Bookcases,1266.86,7,291.3778
5/1/2017,Standard Class,Caroline Jumper,Consumer,Jacksonville,Florida,South,Furniture,Tables,933.262,4,-458.1468
5/1/2017,Standard Class,Caroline Jumper,Consumer,Jacksonville,Florida,South,Furniture,Chairs,2803.92,5,0.0
10/20/2017,Same Day,Pete Takahito,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,43.936,4,6.0412
8/12/2014,Standard Class,Ben Wallace,Consumer,San Francisco,California,West,Furniture,Furnishings,85.44,3,31.6128
3/5/2015,Second Class,Maribeth Schnelling,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.712,2,-1.8848
1/30/2017,Standard Class,Liz Preis,Consumer,Aurora,Illinois,Central,Furniture,Tables,69.375,1,-47.175
12/25/2016,Standard Class,Joe Elijah,Consumer,New York City,New York,East,Furniture,Chairs,2563.056,8,313.2624
10/20/2016,Standard Class,Muhammed Yedwab,Corporate,El Cajon,California,West,Furniture,Chairs,387.136,4,4.8392
5/9/2017,First Class,Matt Connell,Corporate,Jacksonville,North Carolina,South,Furniture,Chairs,207.0,3,25.875
12/21/2015,Second Class,Sam Zeldin,Home Office,Saint Charles,Illinois,Central,Furniture,Furnishings,51.756,3,-33.6414
7/5/2015,Standard Class,Roland Schwarz,Corporate,Charlotte,North Carolina,South,Furniture,Furnishings,4.928,2,0.7392
7/26/2017,Standard Class,George Zrebassa,Corporate,Los Angeles,California,West,Furniture,Chairs,362.352,3,45.294
11/3/2017,Standard Class,Bruce Geld,Consumer,Bakersfield,California,West,Furniture,Tables,486.368,4,36.4776
3/1/2014,Standard Class,Giulietta Weimer,Consumer,Houston,Texas,Central,Furniture,Tables,376.509,3,-43.0296
1/26/2017,Standard Class,Bradley Drucker,Consumer,Columbus,Georgia,South,Furniture,Furnishings,62.72,4,24.4608
7/12/2014,Standard Class,Paul Van Hugh,Home Office,League City,Texas,Central,Furniture,Chairs,512.358,3,-14.6388
3/9/2016,First Class,Pamela Stobb,Consumer,Andover,Massachusetts,East,Furniture,Chairs,354.9,5,88.725
4/13/2017,Standard Class,Yana Sorensen,Corporate,Hesperia,California,West,Furniture,Chairs,436.704,6,-38.2116
3/21/2014,Standard Class,Gary McGarr,Consumer,Knoxville,Tennessee,South,Furniture,Furnishings,32.952,3,6.5904
3/21/2014,Standard Class,Gary McGarr,Consumer,Knoxville,Tennessee,South,Furniture,Chairs,218.376,3,-10.9188
4/30/2015,Standard Class,Jane Waco,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,31.4,5,13.188
4/30/2015,Standard Class,Jane Waco,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,9.48,1,3.792
4/30/2015,Standard Class,Jane Waco,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,24.3,5,10.449
5/3/2017,Standard Class,Bill Overfelt,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,32.448,2,7.3008
5/3/2017,Standard Class,Bill Overfelt,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,373.47,5,-112.041
8/26/2016,Standard Class,Xylona Preis,Consumer,Athens,Georgia,South,Furniture,Furnishings,186.54,3,41.0388
1/2/2017,Second Class,Trudy Schmidt,Consumer,El Paso,Texas,Central,Furniture,Tables,913.43,5,-169.637
6/11/2016,Standard Class,Seth Vernon,Consumer,Los Angeles,California,West,Furniture,Tables,902.712,3,33.8517
10/17/2016,Standard Class,Michael Granlund,Home Office,Fresno,California,West,Furniture,Bookcases,120.666,2,21.294
11/24/2016,Standard Class,Steve Carroll,Home Office,Seattle,Washington,West,Furniture,Furnishings,82.26,3,33.7266
2/8/2016,Standard Class,Mark Haberlin,Corporate,Houston,Texas,Central,Furniture,Chairs,241.5,4,0.0
12/23/2017,Standard Class,Julia Barnett,Home Office,Danbury,Connecticut,East,Furniture,Furnishings,27.46,2,9.8856
12/1/2016,Second Class,Eva Jacobs,Consumer,Franklin,Massachusetts,East,Furniture,Furnishings,111.15,5,48.906
12/1/2016,Second Class,Eva Jacobs,Consumer,Franklin,Massachusetts,East,Furniture,Tables,366.009,3,-47.0583
11/2/2017,Second Class,Sharelle Roach,Home Office,Springfield,Ohio,East,Furniture,Chairs,155.372,2,-35.5136
12/5/2015,Second Class,Brian Derr,Consumer,New York City,New York,East,Furniture,Chairs,164.646,3,12.8058
7/8/2017,Standard Class,Harold Engle,Corporate,Newark,Delaware,East,Furniture,Furnishings,83.92,4,5.8744
7/8/2017,Standard Class,Harold Engle,Corporate,Newark,Delaware,East,Furniture,Furnishings,39.98,2,9.1954
11/15/2016,Same Day,Odella Nelson,Corporate,Burlington,North Carolina,South,Furniture,Tables,630.024,4,-199.5076
3/10/2017,Standard Class,Maribeth Dona,Consumer,Dallas,Texas,Central,Furniture,Tables,933.408,4,-173.3472
5/9/2017,First Class,Laurel Beltran,Home Office,Seattle,Washington,West,Furniture,Tables,286.85,1,63.107
10/12/2017,Standard Class,Nora Paige,Consumer,Lakewood,New Jersey,East,Furniture,Furnishings,40.48,2,17.4064
10/12/2017,Standard Class,Nora Paige,Consumer,Lakewood,New Jersey,East,Furniture,Bookcases,2154.9,5,129.294
12/19/2016,Second Class,Clay Ludtke,Consumer,Reading,Pennsylvania,East,Furniture,Furnishings,303.92,5,-30.392
11/8/2017,Standard Class,Kean Nguyen,Corporate,Baltimore,Maryland,East,Furniture,Furnishings,274.2,10,112.422
9/14/2014,Second Class,Scott Cohen,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,9.96,5,-6.723
10/23/2017,First Class,Adam Hart,Corporate,Cranston,Rhode Island,East,Furniture,Tables,240.744,4,-13.7568
10/23/2017,First Class,Adam Hart,Corporate,Cranston,Rhode Island,East,Furniture,Furnishings,35.0,4,14.7
10/23/2017,First Class,Adam Hart,Corporate,Cranston,Rhode Island,East,Furniture,Furnishings,210.68,2,50.5632
10/23/2017,First Class,Adam Hart,Corporate,Cranston,Rhode Island,East,Furniture,Tables,637.896,3,-127.5792
4/18/2016,Standard Class,Thea Hudgings,Corporate,Houston,Texas,Central,Furniture,Chairs,344.372,4,-93.4724
4/18/2016,Standard Class,Thea Hudgings,Corporate,Houston,Texas,Central,Furniture,Furnishings,127.88,5,-67.137
5/28/2017,Second Class,Tiffany House,Corporate,Chicago,Illinois,Central,Furniture,Chairs,106.869,3,-29.0073
11/11/2016,Standard Class,Alejandro Savely,Corporate,Noblesville,Indiana,Central,Furniture,Tables,2678.94,6,241.1046
4/23/2017,Standard Class,Parhena Norris,Home Office,Clarksville,Tennessee,South,Furniture,Bookcases,387.136,4,-14.5176
4/23/2017,Standard Class,Parhena Norris,Home Office,Clarksville,Tennessee,South,Furniture,Furnishings,77.952,3,-11.6928
9/24/2017,Same Day,Philip Brown,Consumer,Seattle,Washington,West,Furniture,Furnishings,199.8,10,71.928
2/2/2016,Second Class,Sanjit Engle,Consumer,Arlington,Virginia,South,Furniture,Furnishings,18.69,7,7.1022
3/1/2015,Second Class,Dave Hallsten,Corporate,Los Angeles,California,West,Furniture,Chairs,184.752,3,-20.7846
5/2/2016,Standard Class,Nick Radford,Consumer,Amarillo,Texas,Central,Furniture,Chairs,366.744,4,-110.0232
2/2/2016,Standard Class,Noel Staavos,Corporate,Houston,Texas,Central,Furniture,Furnishings,73.784,2,-77.4732
6/4/2017,Second Class,Erin Mull,Consumer,Frisco,Texas,Central,Furniture,Furnishings,30.336,6,-17.4432
12/4/2017,Standard Class,Doug O'Connell,Consumer,Paterson,New Jersey,East,Furniture,Furnishings,12.99,1,1.5588
12/4/2017,Standard Class,Doug O'Connell,Consumer,Paterson,New Jersey,East,Furniture,Chairs,182.22,3,45.555
12/4/2017,Standard Class,Doug O'Connell,Consumer,Paterson,New Jersey,East,Furniture,Chairs,302.94,3,18.1764
1/11/2016,Standard Class,Mark Packer,Home Office,Columbus,Ohio,East,Furniture,Furnishings,54.992,14,8.9362
3/16/2017,Same Day,Susan Pistek,Consumer,Columbus,Ohio,East,Furniture,Furnishings,51.264,6,7.6896
11/10/2017,Standard Class,Maria Etezadi,Home Office,Los Angeles,California,West,Furniture,Chairs,241.424,2,-36.2136
11/30/2016,Standard Class,Bruce Stewart,Consumer,Detroit,Michigan,Central,Furniture,Chairs,389.97,3,35.0973
12/22/2015,First Class,Harold Ryan,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,422.625,7,0.0
3/27/2016,Standard Class,David Smith,Corporate,Columbus,Georgia,South,Furniture,Furnishings,20.24,1,8.7032
3/27/2016,Standard Class,David Smith,Corporate,Columbus,Georgia,South,Furniture,Furnishings,39.92,4,11.1776
9/11/2015,First Class,George Bell,Corporate,Aurora,Colorado,West,Furniture,Furnishings,24.64,4,4.004
12/9/2016,First Class,Paul MacIntyre,Consumer,Springfield,Virginia,South,Furniture,Tables,1056.86,7,158.529
12/23/2016,Second Class,Laura Armstrong,Corporate,Houston,Texas,Central,Furniture,Furnishings,2.328,2,-0.7566
4/2/2016,Second Class,Denny Joy,Corporate,Milwaukee,Wisconsin,Central,Furniture,Chairs,1454.9,5,378.274
4/30/2017,Standard Class,Mick Hernandez,Home Office,Sanford,Florida,South,Furniture,Furnishings,220.704,6,-8.2764
7/3/2017,First Class,Tony Sayre,Consumer,Concord,New Hampshire,East,Furniture,Furnishings,102.3,1,26.598
12/22/2017,Standard Class,Charlotte Melton,Consumer,Rochester,Minnesota,Central,Furniture,Tables,607.52,2,97.2032
5/20/2014,Second Class,Matt Collister,Corporate,San Marcos,Texas,Central,Furniture,Furnishings,10.332,3,-5.9409
4/23/2017,First Class,Sean O'Donnell,Consumer,Greeley,Colorado,West,Furniture,Furnishings,11.664,3,3.3534
6/4/2014,Standard Class,Bobby Trafton,Consumer,New York City,New York,East,Furniture,Furnishings,56.96,2,21.0752
6/4/2014,Standard Class,Bobby Trafton,Consumer,New York City,New York,East,Furniture,Bookcases,353.568,2,-44.196
6/4/2014,Standard Class,Bobby Trafton,Consumer,New York City,New York,East,Furniture,Furnishings,13.96,2,6.7008
3/3/2017,Standard Class,Bill Tyler,Corporate,Los Angeles,California,West,Furniture,Tables,399.672,7,-14.9877
11/6/2017,Second Class,Liz Carlisle,Consumer,Dallas,Texas,Central,Furniture,Furnishings,30.56,5,-19.864
9/7/2015,Standard Class,Andy Gerbode,Corporate,New York City,New York,East,Furniture,Tables,481.176,2,-120.294
7/28/2016,First Class,Olvera Toch,Consumer,Bethlehem,Pennsylvania,East,Furniture,Bookcases,177.45,5,-78.078
8/25/2017,Standard Class,Seth Vernon,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,130.98,2,-89.0664
4/27/2017,Standard Class,Henry MacAllister,Consumer,Seattle,Washington,West,Furniture,Furnishings,139.58,7,39.0824
11/8/2015,Standard Class,Noel Staavos,Corporate,Jacksonville,North Carolina,South,Furniture,Furnishings,4.712,1,1.4136
11/25/2016,Standard Class,Mark Hamilton,Consumer,Los Angeles,California,West,Furniture,Chairs,194.352,3,19.4352
12/5/2015,First Class,Rick Reed,Corporate,Nashville,Tennessee,South,Furniture,Chairs,97.424,2,10.9602
9/13/2014,Same Day,Resi Pölking,Consumer,Seattle,Washington,West,Furniture,Furnishings,14.19,3,5.5341
11/25/2017,Standard Class,Henia Zydlo,Consumer,Fort Lauderdale,Florida,South,Furniture,Bookcases,723.92,5,-81.441
